Household_ID,State,Urban,Household_Size,Internet_Access,Online_Purchase,Online_Food,Online_Medicine,Online_Consumables,Online_Electronics,Sample_Weight
1345,Chhattisgarh,1,2,0,0,0,0,0,0,70.38991210509809
1346,Chhattisgarh,0,3,1,1,1,0,0,1,51.386238260827156
1347,Chhattisgarh,0,3,0,0,0,0,0,0,137.82289074725534
1348,Chhattisgarh,1,1,1,1,1,0,1,1,127.84060463971353
1349,Chhattisgarh,0,7,0,0,0,0,0,0,136.01024388465558
1350,Chhattisgarh,0,6,1,1,1,0,0,0,60.169459374216885
1351,Chhattisgarh,0,6,1,0,0,0,0,0,113.988785158159
1352,Chhattisgarh,0,6,0,0,0,0,0,0,182.5024551533156
1353,Chhattisgarh,0,3,0,0,0,0,0,0,108.2796722009063
1354,Chhattisgarh,0,5,0,0,0,0,0,0,103.39525862483548
1355,Chhattisgarh,1,2,1,1,1,1,0,0,61.99737241951322
1356,Chhattisgarh,1,3,1,1,1,1,0,0,72.43239778354169
1357,Chhattisgarh,1,1,1,1,1,1,1,0,178.1926194727753
1358,Chhattisgarh,1,2,1,1,1,0,0,0,74.65890264926212
1359,Chhattisgarh,0,5,1,1,1,1,1,0,111.71163976406982
1360,Chhattisgarh,0,2,0,0,0,0,0,0,165.93109045727795
1361,Chhattisgarh,1,1,0,0,0,0,0,0,148.8283106340263
1362,Chhattisgarh,0,4,0,0,0,0,0,0,63.165937118516084
1363,Chhattisgarh,0,6,1,1,0,0,1,1,126.01550610766822
1364,Chhattisgarh,1,3,1,1,1,0,0,0,112.22714098408187
1365,Chhattisgarh,0,1,1,1,1,0,0,0,156.3971442205225
1366,Chhattisgarh,0,4,0,0,0,0,0,0,62.58106078280181
1367,Chhattisgarh,0,2,1,0,0,0,0,0,95.27519913393427
1368,Chhattisgarh,0,3,1,1,1,0,0,0,191.53478257354655
1369,Chhattisgarh,1,3,1,0,0,0,0,0,57.37377854321414
1370,Chhattisgarh,0,6,1,0,0,0,0,0,52.856511391143776
1371,Chhattisgarh,0,7,0,0,0,0,0,0,56.73215247090771
1372,Chhattisgarh,0,4,1,0,0,0,0,0,122.27558803643872
1373,Chhattisgarh,1,2,1,1,1,0,0,0,142.343659502469
1374,Chhattisgarh,1,4,1,0,0,0,0,0,147.36209030283266
1375,Chhattisgarh,1,5,1,0,0,0,0,0,50.653936993487065
1376,Chhattisgarh,0,2,1,1,1,1,0,0,55.12633835616311
1377,Chhattisgarh,1,5,1,0,0,0,0,0,154.71753861252853
1378,Chhattisgarh,1,1,1,0,0,0,0,0,197.07061966746068
1379,Chhattisgarh,0,1,1,1,1,1,0,0,186.88763268872344
1380,Chhattisgarh,0,5,0,0,0,0,0,0,145.70048528243723
1381,Chhattisgarh,0,4,0,0,0,0,0,0,166.5419582588782
1382,Chhattisgarh,0,3,1,1,0,0,0,0,129.06064077701876
1383,Chhattisgarh,1,4,0,0,0,0,0,0,139.14976008898935
1384,Chhattisgarh,0,3,1,0,0,0,0,0,109.05787544795564
1385,Chhattisgarh,1,2,1,1,1,1,0,0,97.00541096455369
1386,Chhattisgarh,0,4,0,0,0,0,0,0,95.51798246744093
1387,Chhattisgarh,0,5,0,0,0,0,0,0,136.54387251814688
1388,Chhattisgarh,1,5,1,0,0,0,0,0,100.88051469078769
1389,Chhattisgarh,1,4,0,0,0,0,0,0,177.97594679700836
1390,Chhattisgarh,1,3,1,1,0,0,0,0,135.70092926796156
1391,Chhattisgarh,1,1,1,1,1,0,0,0,158.0650553338667
1392,Chhattisgarh,0,3,0,0,0,0,0,0,145.6168068076853
1393,Chhattisgarh,0,1,0,0,0,0,0,0,191.39145652379833
1394,Chhattisgarh,0,4,1,1,1,0,1,0,74.80556382697789
1395,Chhattisgarh,0,2,0,0,0,0,0,0,128.8040722729247
1396,Chhattisgarh,0,4,0,0,0,0,0,0,95.1738529678168
1397,Chhattisgarh,0,4,0,0,0,0,0,0,105.04367477254928
1398,Chhattisgarh,1,1,1,1,1,0,1,0,90.88366232231007
1399,Chhattisgarh,0,4,1,0,0,0,0,0,107.29370285679033
1400,Chhattisgarh,0,2,0,0,0,0,0,0,102.2345959561053
1401,Chhattisgarh,0,4,0,0,0,0,0,0,157.93376198981525
1402,Chhattisgarh,1,5,1,1,1,1,0,1,118.419081341995
1403,Chhattisgarh,1,3,1,0,0,0,0,0,127.51040674100966
1404,Chhattisgarh,0,4,1,1,0,0,0,1,83.01647450287453
1405,Chhattisgarh,1,6,0,0,0,0,0,0,108.91026713363414
1406,Chhattisgarh,0,4,1,0,0,0,0,0,54.57448217791317
1407,Chhattisgarh,1,5,1,1,0,1,0,0,164.49277853047386
1408,Chhattisgarh,0,3,1,1,1,0,0,1,109.85606780724561
1409,Chhattisgarh,0,3,0,0,0,0,0,0,60.653685147398996
1410,Chhattisgarh,0,5,0,0,0,0,0,0,93.3405524986374
1411,Chhattisgarh,1,6,1,0,0,0,0,0,168.8004689195294
1412,Chhattisgarh,1,4,1,1,1,0,1,0,191.4947595868479
1413,Chhattisgarh,0,4,0,0,0,0,0,0,121.34825463873757
1414,Chhattisgarh,0,8,0,0,0,0,0,0,183.36958035572874
1415,Chhattisgarh,0,5,0,0,0,0,0,0,194.2643717518203
1416,Chhattisgarh,1,4,1,0,0,0,0,0,86.6924411078399
1417,Chhattisgarh,0,4,1,0,0,0,0,0,132.833342026077
1418,Chhattisgarh,0,3,0,0,0,0,0,0,110.7366221404766
1419,Chhattisgarh,1,6,1,0,0,0,0,0,111.65707903340872
1420,Chhattisgarh,1,3,1,0,0,0,0,0,131.52048049720446
1421,Chhattisgarh,0,2,0,0,0,0,0,0,68.92036794436477
1422,Chhattisgarh,0,5,0,0,0,0,0,0,186.34713378722964
1423,Chhattisgarh,0,5,1,0,0,0,0,0,173.06919352374726
1424,Chhattisgarh,0,3,1,1,1,0,1,1,91.08723059448556
1425,Chhattisgarh,1,2,1,1,1,0,0,1,151.42126829021856
1426,Chhattisgarh,0,5,0,1,0,0,0,1,190.07881936786092
1427,Chhattisgarh,0,6,1,0,0,0,0,0,193.98750344631364
1428,Chhattisgarh,0,4,0,0,0,0,0,0,139.89403494657182
1429,Chhattisgarh,0,7,1,0,0,0,0,0,153.04286620781573
1430,Chhattisgarh,0,4,0,0,0,0,0,0,59.64788347903753
1431,Chhattisgarh,1,1,1,1,0,0,1,1,138.39010081350006
1432,Chhattisgarh,0,3,0,0,0,0,0,0,110.3917157510244
1433,Chhattisgarh,0,4,0,0,0,0,0,0,68.38747347607745
1434,Chhattisgarh,0,4,0,0,0,0,0,0,52.8321317864352
1435,Chhattisgarh,1,3,1,1,0,0,0,0,187.2329225182256
1436,Chhattisgarh,0,4,1,1,1,0,1,0,165.6221782496482
1437,Chhattisgarh,1,2,1,1,1,0,0,0,144.99252234994933
1438,Chhattisgarh,0,1,1,1,1,1,0,0,149.5556718389384
1439,Chhattisgarh,1,4,1,1,0,1,1,0,191.43690670876347
1440,Chhattisgarh,0,2,0,0,0,0,0,0,141.64197885539798
1441,Chhattisgarh,0,4,1,0,0,0,0,0,132.32626333902107
1442,Chhattisgarh,0,4,0,0,0,0,0,0,181.3575554838409
1443,Chhattisgarh,0,7,1,1,1,0,0,0,70.84398578733743
1444,Chhattisgarh,1,4,1,1,1,1,0,0,133.28949839119105
1445,Chhattisgarh,1,5,1,0,0,0,0,0,158.8084402492749
1446,Chhattisgarh,1,5,1,1,1,0,0,1,100.65661620863368
1447,Chhattisgarh,0,5,0,0,0,0,0,0,157.47143939632502
1448,Chhattisgarh,1,2,1,0,0,0,0,0,96.59014570929943
1449,Chhattisgarh,0,5,0,0,0,0,0,0,164.2614059704274
1450,Chhattisgarh,1,8,1,0,0,0,0,0,147.67965681430195
1451,Chhattisgarh,0,2,1,0,0,0,0,0,80.24828169003383
1452,Chhattisgarh,1,4,0,0,0,0,0,0,178.15189741740733
1453,Chhattisgarh,0,4,0,0,0,0,0,0,79.09909343350958
1454,Chhattisgarh,1,3,1,0,0,0,0,0,168.70290854785017
1455,Chhattisgarh,0,5,1,1,0,1,1,0,111.41719064409637
1456,Chhattisgarh,0,3,1,1,0,1,0,0,186.87275813455528
1457,Chhattisgarh,1,3,1,0,0,0,0,0,199.7925978746577
1458,Chhattisgarh,1,4,1,1,1,0,1,1,153.03911251614537
1459,Chhattisgarh,1,3,1,1,1,1,0,1,126.26089649669406
1460,Chhattisgarh,1,4,1,1,1,1,0,1,129.14366852580616
1461,Chhattisgarh,0,7,0,0,0,0,0,0,110.24796886465704
1462,Chhattisgarh,0,5,1,0,0,0,0,0,114.85945402776349
1463,Chhattisgarh,0,6,1,0,0,0,0,0,93.59644539597966
1464,Chhattisgarh,1,2,1,1,1,0,1,1,85.62741808910903
1465,Chhattisgarh,1,3,1,0,0,0,0,0,157.40945801293373
1466,Chhattisgarh,1,2,1,1,1,1,0,1,107.02924969627662
1467,Chhattisgarh,0,5,1,0,0,0,0,0,52.95248230721206
1468,Chhattisgarh,0,4,0,0,0,0,0,0,188.86828242418525
1469,Chhattisgarh,0,4,1,1,0,0,1,0,172.27703479548336
1470,Chhattisgarh,0,6,1,1,1,1,0,0,184.8875460472347
1471,Chhattisgarh,0,1,1,1,1,0,1,0,76.87695119379839
1472,Chhattisgarh,0,4,0,0,0,0,0,0,193.40295657298503
1473,Chhattisgarh,1,3,1,0,0,0,0,0,189.35313285752017
1474,Chhattisgarh,1,3,1,0,0,0,0,0,93.23179526721592
1475,Chhattisgarh,1,3,1,1,0,0,1,0,158.04843747178398
1476,Chhattisgarh,0,4,1,0,0,0,0,0,190.8663047465361
1477,Chhattisgarh,0,2,0,0,0,0,0,0,64.16936387016304
1478,Chhattisgarh,0,7,1,0,0,0,0,0,104.46988853891932
1479,Chhattisgarh,0,4,0,0,0,0,0,0,166.1716128913975
1480,Chhattisgarh,1,3,1,1,1,0,0,1,71.84431077881771
1481,Chhattisgarh,1,3,0,0,0,0,0,0,191.9396739504623
1482,Chhattisgarh,0,5,0,0,0,0,0,0,66.0379796569732
1483,Chhattisgarh,0,5,0,0,0,0,0,0,60.84075635170272
1484,Chhattisgarh,0,4,1,1,0,0,1,0,110.32345727659512
1485,Chhattisgarh,1,1,1,1,1,0,0,1,83.16848943335225
1486,Chhattisgarh,1,3,1,1,0,0,1,0,103.34329988863483
1487,Chhattisgarh,0,4,1,0,0,0,0,0,109.53319673373784
1488,Chhattisgarh,1,3,1,1,1,1,1,0,75.64173403513787
1489,Chhattisgarh,1,4,1,0,0,0,0,0,124.02637739909
1490,Chhattisgarh,1,4,1,1,0,1,0,0,153.18479682186128
1491,Chhattisgarh,0,5,1,1,1,1,0,0,99.54412632022012
1492,Chhattisgarh,0,6,1,1,1,0,1,0,92.9271306196861
1493,Chhattisgarh,1,6,1,1,1,0,0,0,69.82426662875355
1494,Chhattisgarh,1,4,1,0,0,0,0,0,138.47515916596336
1495,Chhattisgarh,1,2,1,1,1,0,0,0,79.33559706522846
1496,Chhattisgarh,0,6,0,0,0,0,0,0,89.38253450300003
1497,Chhattisgarh,1,2,1,1,1,0,0,0,154.71115077179735
1498,Chhattisgarh,1,2,1,1,0,1,0,0,126.24675414150418
1499,Chhattisgarh,1,2,0,0,0,0,0,0,117.58737392241761
1500,Chhattisgarh,1,2,1,0,0,0,0,0,195.08198102124027
1501,Chhattisgarh,1,3,0,0,0,0,0,0,132.80272584434766
1502,Chhattisgarh,1,4,1,0,0,0,0,0,167.10990950430045
1503,Chhattisgarh,1,4,0,0,0,0,0,0,75.89136693534118
1504,Chhattisgarh,1,3,1,0,0,0,0,0,78.20616388831786
1505,Chhattisgarh,0,3,1,1,1,1,1,1,157.76902674847503
1506,Chhattisgarh,0,4,0,0,0,0,0,0,70.7413291516713
1507,Chhattisgarh,0,6,1,1,1,1,0,0,167.4401259109801
1508,Chhattisgarh,0,5,0,1,1,0,1,1,177.7831973705575
1509,Chhattisgarh,0,3,0,0,0,0,0,0,96.01914246651519
1510,Chhattisgarh,1,6,1,1,1,0,1,1,86.40724801978747
1511,Chhattisgarh,0,3,0,0,0,0,0,0,72.03448533166689
1512,Chhattisgarh,0,7,0,0,0,0,0,0,145.1082584016475
1513,Chhattisgarh,0,8,1,0,0,0,0,0,100.82017548906694
1514,Chhattisgarh,1,3,1,1,0,0,0,0,104.78663024230578
1515,Chhattisgarh,1,4,0,0,0,0,0,0,165.25998934231697
1516,Chhattisgarh,1,2,1,1,1,0,1,1,127.10462292138043
1517,Chhattisgarh,0,7,0,0,0,0,0,0,189.55267656996017
1518,Chhattisgarh,0,3,1,0,0,0,0,0,133.98247483654757
1519,Chhattisgarh,0,5,0,0,0,0,0,0,130.03845951656132
1520,Chhattisgarh,1,5,1,0,0,0,0,0,193.56606440000772
1521,Chhattisgarh,0,4,0,0,0,0,0,0,102.95071264577544
1522,Chhattisgarh,0,5,0,0,0,0,0,0,124.09807702152368
1523,Chhattisgarh,0,4,0,0,0,0,0,0,149.1897959397637
1524,Chhattisgarh,1,5,1,0,0,0,0,0,67.82788677143557
1525,Chhattisgarh,1,5,1,0,0,0,0,0,171.6523062398104
1526,Chhattisgarh,0,8,1,0,0,0,0,0,67.30997874212423
1527,Chhattisgarh,1,5,1,0,0,0,0,0,125.56601655869511
1528,Chhattisgarh,0,8,1,0,0,0,0,0,179.45431688754272
1529,Chhattisgarh,0,2,0,0,0,0,0,0,73.24126780069038
1530,Chhattisgarh,0,4,0,0,0,0,0,0,153.9457690660501
1531,Chhattisgarh,1,3,1,0,0,0,0,0,76.18759770145404
1532,Chhattisgarh,1,3,1,1,0,1,1,0,158.09966817617936
1533,Chhattisgarh,0,4,0,0,0,0,0,0,190.42195031481694
1534,Chhattisgarh,1,4,0,0,0,0,0,0,77.606155223217
1535,Chhattisgarh,1,4,1,0,0,0,0,0,157.83604169071856
1536,Chhattisgarh,0,2,0,0,0,0,0,0,174.63837362327757
1537,Chhattisgarh,1,1,1,1,1,0,0,0,50.03613117767997
1538,Chhattisgarh,1,1,1,0,0,0,0,0,64.54281853984816
1539,Chhattisgarh,0,4,0,0,0,0,0,0,81.80417757533434
1540,Chhattisgarh,1,3,1,0,0,0,0,0,140.74112197966326
1541,Chhattisgarh,0,4,1,1,0,0,0,0,65.4562540146474
1542,Chhattisgarh,1,1,1,1,1,0,0,0,190.78783936677578
1543,Chhattisgarh,1,1,1,1,1,1,1,0,116.02226708361988
1544,Chhattisgarh,0,5,1,1,1,1,0,0,150.03580800263154
1545,Chhattisgarh,1,3,1,1,0,0,0,0,66.44422916051596
1546,Chhattisgarh,0,2,1,0,0,0,0,0,193.54876533056623
1547,Chhattisgarh,1,3,1,1,0,0,0,0,140.49883484668976
1548,Chhattisgarh,1,5,0,0,0,0,0,0,98.71983730705408
1549,Chhattisgarh,1,1,0,0,0,0,0,0,98.76993926003966
1550,Chhattisgarh,0,6,1,0,0,0,0,0,184.6263252662531
1551,Chhattisgarh,0,4,1,1,1,1,0,0,179.85514884860055
1552,Chhattisgarh,1,4,1,0,0,0,0,0,182.91109506432878
1553,Chhattisgarh,0,7,1,0,0,0,0,0,52.1119494924336
1554,Chhattisgarh,1,2,1,1,1,1,0,1,160.41232165056283
1555,Chhattisgarh,1,5,0,0,0,0,0,0,150.83512247009077
1556,Chhattisgarh,1,7,0,0,0,0,0,0,148.8866805576308
1557,Chhattisgarh,1,5,1,0,0,0,0,0,64.95964585158237
1558,Chhattisgarh,0,2,1,1,0,0,1,1,163.57258704611587
1559,Chhattisgarh,0,6,0,0,0,0,0,0,111.4771509677525
1560,Chhattisgarh,0,4,0,0,0,0,0,0,129.0153360904238
1561,Chhattisgarh,1,2,1,1,1,1,0,0,162.8232338386499
1562,Chhattisgarh,0,6,0,0,0,0,0,0,145.33902230122808
1563,Chhattisgarh,1,7,1,1,1,1,0,0,133.5428137496263
1564,Chhattisgarh,0,4,1,0,0,0,0,0,157.4260815434646
1565,Chhattisgarh,1,4,1,1,1,1,0,0,107.42363119452557
1566,Chhattisgarh,0,5,1,1,0,0,0,0,155.45475499611973
1567,Chhattisgarh,1,2,1,1,1,1,1,0,123.81749856287924
1568,Chhattisgarh,1,2,1,1,1,0,1,1,183.60000138378606
1569,Chhattisgarh,0,2,0,0,0,0,0,0,177.0174540753244
1570,Chhattisgarh,0,5,0,0,0,0,0,0,143.59183621420826
1571,Chhattisgarh,0,1,1,1,1,0,0,1,120.39544945400105
1572,Chhattisgarh,0,4,0,0,0,0,0,0,167.58879187128315
1573,Chhattisgarh,0,6,1,0,0,0,0,0,86.0340749593318
1574,Chhattisgarh,1,1,1,1,1,1,0,0,133.0296328035775
1575,Chhattisgarh,0,4,1,0,0,0,0,0,68.84190552804532
1576,Chhattisgarh,1,2,1,1,1,1,0,1,77.64970234822869
1577,Chhattisgarh,1,4,1,0,0,0,0,0,159.1390014957115
1578,Chhattisgarh,0,4,1,1,0,0,0,0,75.58405670097777
1579,Chhattisgarh,1,4,1,1,0,1,0,0,164.39802348672265
1580,Chhattisgarh,1,2,1,1,1,1,1,1,168.28277630123847
1581,Chhattisgarh,1,1,1,0,0,0,0,0,99.6820721934682
1582,Chhattisgarh,1,3,0,0,0,0,0,0,143.3773802619074
1583,Chhattisgarh,1,3,1,0,0,0,0,0,158.76440283464763
1584,Chhattisgarh,0,3,1,0,0,0,0,0,156.01857565952218
1585,Chhattisgarh,0,3,1,0,0,0,0,0,99.59012149550028
1586,Chhattisgarh,0,4,0,0,0,0,0,0,165.9635212425668
1587,Chhattisgarh,1,5,1,0,0,0,0,0,82.10106697608114
1588,Chhattisgarh,0,3,1,0,0,0,0,0,74.01111582300959
1589,Chhattisgarh,0,8,1,0,0,0,0,0,87.93677083344306
1590,Chhattisgarh,1,3,0,1,0,0,0,1,152.22890448299756
1591,Chhattisgarh,0,5,0,0,0,0,0,0,56.295908936525905
1592,Chhattisgarh,0,4,1,1,1,0,0,1,188.33463047580946
1593,Chhattisgarh,0,5,0,0,0,0,0,0,114.56328621319503
1594,Chhattisgarh,1,3,0,0,0,0,0,0,66.34999847944641
1595,Chhattisgarh,1,3,1,0,0,0,0,0,71.55374108926009
1596,Chhattisgarh,0,1,1,1,1,0,0,0,56.82298122084119
1597,Chhattisgarh,0,6,0,0,0,0,0,0,199.68727016184317
1598,Chhattisgarh,1,4,0,0,0,0,0,0,186.2387832015599
1599,Chhattisgarh,1,7,1,0,0,0,0,0,58.03169763390123
1600,Chhattisgarh,0,4,0,0,0,0,0,0,155.8393684664738
1601,Chhattisgarh,1,3,1,0,0,0,0,0,54.29467907534792
1602,Chhattisgarh,1,2,1,1,1,0,0,0,63.350476697401945
1603,Chhattisgarh,0,3,0,0,0,0,0,0,112.55730924813514
1604,Chhattisgarh,1,5,1,0,0,0,0,0,71.30924141645934
1605,Chhattisgarh,0,6,0,0,0,0,0,0,189.11342547241435
1606,Chhattisgarh,0,4,0,0,0,0,0,0,66.0325062630547
1607,Chhattisgarh,0,4,1,0,0,0,0,0,106.54249575294082
1608,Chhattisgarh,1,4,0,0,0,0,0,0,193.64952122134596
1609,Chhattisgarh,0,1,1,0,0,0,0,0,104.93795089977112
1610,Chhattisgarh,0,5,1,0,0,0,0,0,125.48425180791764
1611,Chhattisgarh,0,8,0,0,0,0,0,0,126.96041342951571
1612,Chhattisgarh,0,5,0,0,0,0,0,0,88.13267436000324
1613,Chhattisgarh,0,6,1,1,0,0,0,0,131.25302360505924
1614,Chhattisgarh,0,4,1,0,0,0,0,0,125.79980500038204
1615,Chhattisgarh,0,4,0,0,0,0,0,0,91.80705727117234
1616,Chhattisgarh,1,2,0,0,0,0,0,0,90.39056364578116
1617,Chhattisgarh,0,5,1,0,0,0,0,0,167.78043018692375
1618,Chhattisgarh,1,2,0,0,0,0,0,0,154.66955495937856
1619,Chhattisgarh,1,3,1,1,1,0,0,0,176.06743724582083
1620,Chhattisgarh,1,5,1,0,0,0,0,0,72.9125647501425
1621,Chhattisgarh,1,4,1,0,0,0,0,0,104.47837941362738
1622,Chhattisgarh,1,3,1,1,0,0,0,0,89.99842881987567
1623,Chhattisgarh,0,4,0,0,0,0,0,0,199.06596541518974
1624,Chhattisgarh,0,7,0,0,0,0,0,0,172.16287958220124
1625,Chhattisgarh,0,3,1,1,0,0,0,0,186.7181005182259
1626,Chhattisgarh,1,3,1,1,0,0,0,0,170.88922301230377
1627,Chhattisgarh,1,4,1,1,1,0,1,1,154.20075943954362
1628,Chhattisgarh,0,3,1,0,0,0,0,0,51.4939611806455
1629,Chhattisgarh,0,5,1,1,1,1,1,0,74.9818382890702
1630,Chhattisgarh,0,4,1,1,1,1,0,0,169.44502789514954
1631,Chhattisgarh,1,3,1,0,0,0,0,0,91.02542987445605
1632,Chhattisgarh,1,3,1,1,0,0,0,0,160.96945579041488
1633,Chhattisgarh,0,4,0,0,0,0,0,0,114.84069316822529
1634,Chhattisgarh,1,4,1,1,0,1,0,0,192.96666279228955
1635,Chhattisgarh,1,3,1,1,1,0,0,1,141.87342606456252
1636,Chhattisgarh,0,5,0,0,0,0,0,0,192.96091529332054
1637,Chhattisgarh,0,3,1,1,1,0,0,0,126.48349223084152
1638,Chhattisgarh,1,5,1,0,0,0,0,0,67.67901630196552
1639,Chhattisgarh,0,2,1,1,0,0,0,0,138.54486076333995
1640,Chhattisgarh,0,6,1,1,0,0,0,0,69.10580540500413
1641,Chhattisgarh,0,4,0,0,0,0,0,0,133.0754123753331
1642,Chhattisgarh,0,3,1,0,0,0,0,0,170.40137187894302
1643,Chhattisgarh,1,4,1,1,1,0,0,0,141.4352800847696
1644,Chhattisgarh,1,3,1,1,0,0,0,1,147.31204058549815
1645,Chhattisgarh,0,5,0,0,0,0,0,0,162.78143665537863
1646,Chhattisgarh,1,2,1,1,0,0,1,1,103.64608243833669
1647,Chhattisgarh,1,4,0,0,0,0,0,0,148.040442880284
1648,Chhattisgarh,0,4,1,0,0,0,0,0,133.26239021564766
1649,Chhattisgarh,0,3,1,1,0,0,0,0,89.83162772048621
1650,Chhattisgarh,0,6,0,0,0,0,0,0,82.16873439862424
1651,Chhattisgarh,1,5,0,0,0,0,0,0,151.90902321686391
1652,Chhattisgarh,0,6,0,0,0,0,0,0,107.35468968750664
1653,Chhattisgarh,0,4,0,0,0,0,0,0,134.72274709402956
1654,Chhattisgarh,0,1,0,0,0,0,0,0,138.3415472761023
1655,Chhattisgarh,1,1,1,1,1,0,1,1,77.22619424322433
1656,Chhattisgarh,1,4,0,0,0,0,0,0,78.22999725197934
1657,Chhattisgarh,1,3,0,0,0,0,0,0,159.7468855879832
1658,Chhattisgarh,1,2,1,1,0,1,0,1,193.2647834248529
1659,Chhattisgarh,1,5,0,0,0,0,0,0,121.68359914186244
1660,Chhattisgarh,0,4,1,1,1,0,1,0,143.96957828810838
1661,Chhattisgarh,0,5,1,0,0,0,0,0,93.08188566910422
1662,Chhattisgarh,0,5,0,1,1,1,1,1,151.81639752806433
1663,Chhattisgarh,1,3,0,0,0,0,0,0,109.1943604859048
1664,Chhattisgarh,1,3,1,0,0,0,0,0,104.62292286569082
1665,Chhattisgarh,0,5,0,0,0,0,0,0,81.48977475102265
1666,Chhattisgarh,0,4,1,1,1,0,1,0,117.73195414595847
1667,Chhattisgarh,0,6,0,0,0,0,0,0,52.3049376102085
1668,Chhattisgarh,1,4,1,0,0,0,0,0,73.11135987096253
1669,Chhattisgarh,0,3,0,0,0,0,0,0,156.48431500721802
1670,Chhattisgarh,1,3,1,1,0,0,0,0,122.36772055716763
1671,Chhattisgarh,0,4,0,0,0,0,0,0,80.34097726130454
1672,Chhattisgarh,1,1,1,1,0,1,0,0,187.5468123527754
1673,Chhattisgarh,0,5,1,1,1,0,1,0,100.84043299055395
1674,Chhattisgarh,0,2,1,1,1,1,0,1,102.68255294577321
1675,Chhattisgarh,0,2,0,0,0,0,0,0,63.28522607376201
1676,Chhattisgarh,1,3,1,0,0,0,0,0,146.6548550738851
1677,Chhattisgarh,0,2,0,0,0,0,0,0,136.60125877945555
1678,Chhattisgarh,0,5,1,1,1,1,0,1,154.61919008400903
1679,Chhattisgarh,0,1,0,0,0,0,0,0,128.63868918557534
1680,Chhattisgarh,1,1,1,1,1,0,0,0,147.63182562436657
1681,Chhattisgarh,0,6,0,0,0,0,0,0,93.73651543636478
1682,Chhattisgarh,1,5,1,0,0,0,0,0,190.6740810488575
1683,Chhattisgarh,1,3,1,0,0,0,0,0,169.03867958034851
1684,Chhattisgarh,1,3,1,1,0,0,0,0,66.2218913505798
1685,Chhattisgarh,0,2,0,1,0,0,0,1,143.32503862604116
1686,Chhattisgarh,0,3,0,0,0,0,0,0,117.45881158881592
1687,Chhattisgarh,0,2,0,0,0,0,0,0,62.116882081151545
1688,Chhattisgarh,1,4,1,0,0,0,0,0,58.322591310186596
1689,Chhattisgarh,1,5,1,0,0,0,0,0,63.78441381156594
1690,Chhattisgarh,0,4,0,0,0,0,0,0,59.92530825877713
1691,Chhattisgarh,1,1,1,1,1,0,0,0,111.7673041228662
1692,Chhattisgarh,0,4,0,0,0,0,0,0,50.85813973129469
1693,Chhattisgarh,0,3,0,0,0,0,0,0,61.50910578923089
1694,Chhattisgarh,1,3,1,1,0,0,0,1,162.52254219477766
1695,Chhattisgarh,1,5,1,0,0,0,0,0,180.94230956135027
1696,Chhattisgarh,0,4,1,0,0,0,0,0,114.96203054031967
1697,Chhattisgarh,1,5,1,1,1,0,0,0,98.0016483870595
1698,Chhattisgarh,1,4,1,0,0,0,0,0,83.37815662661697
1699,Chhattisgarh,0,3,0,0,0,0,0,0,62.127020246488094
1700,Chhattisgarh,0,6,0,0,0,0,0,0,133.55988990258757
1701,Chhattisgarh,0,3,0,0,0,0,0,0,103.0858739385288
1702,Chhattisgarh,0,3,1,0,0,0,0,0,148.6241344977413
1703,Chhattisgarh,1,3,0,0,0,0,0,0,150.25410531760912
1704,Chhattisgarh,0,4,0,0,0,0,0,0,118.68868697913467
1705,Chhattisgarh,0,5,0,0,0,0,0,0,103.53329934206018
1706,Chhattisgarh,1,2,1,1,0,0,0,0,177.38287170411573
1707,Chhattisgarh,0,6,1,0,0,0,0,0,154.79854701218602
1708,Goa,0,4,0,0,0,0,0,0,125.89483445300044
1709,Goa,1,3,1,0,0,0,0,0,151.38378330624403
1710,Goa,0,2,1,0,0,0,0,0,109.28811496533766
1711,Goa,1,5,1,1,0,1,0,1,149.8774046900192
1712,Goa,1,4,1,0,0,0,0,0,119.89159263949772
1713,Goa,1,4,1,1,1,0,1,1,90.09943225440153
1714,Goa,0,4,1,0,0,0,0,0,183.07530324418866
1715,Goa,1,1,0,0,0,0,0,0,96.67504471571536
1716,Goa,1,4,1,0,0,0,0,0,162.41701819007983
1717,Goa,1,5,1,0,0,0,0,0,117.40145787527324
1718,Goa,1,2,1,1,1,1,0,1,147.6788462226291
1719,Goa,1,1,1,1,1,1,0,0,116.55729036803592
1720,Goa,0,1,0,0,0,0,0,0,82.54148381110039
1721,Goa,1,2,1,1,1,0,0,0,65.78628471164785
1722,Goa,0,5,0,0,0,0,0,0,120.58877237026755
1723,Goa,1,3,0,0,0,0,0,0,51.65707178191664
1724,Goa,1,8,1,1,1,0,1,0,145.11155918128483
1725,Goa,1,5,1,1,0,0,1,1,172.35639050031094
1726,Goa,1,6,0,0,0,0,0,0,193.48309509992768
1727,Goa,1,4,1,0,0,0,0,0,146.23959940172972
1728,Goa,0,6,0,0,0,0,0,0,179.91931284384742
1729,Goa,0,7,0,0,0,0,0,0,117.04794352121269
1730,Goa,1,4,1,0,0,0,0,0,68.23261410963659
1731,Goa,1,2,1,1,1,1,1,0,171.84440831352214
1732,Goa,1,4,1,1,0,1,0,1,193.86963993918715
1733,Goa,1,3,0,1,1,1,0,1,59.734882584758715
1734,Goa,0,4,0,0,0,0,0,0,100.81118944302227
1735,Goa,0,4,1,1,1,1,1,1,145.07231093449172
